repo name,repo size, repo clone url
vratsasg/FarmCloud,1803,https://github.com/vratsasg/FarmCloud.git
javaserverfaces/mojarra,149525,https://github.com/javaserverfaces/mojarra.git
royvanrijn/graalvm-native-microservice,13,https://github.com/royvanrijn/graalvm-native-microservice.git
charybr/spring-data-rest-acl,34,https://github.com/charybr/spring-data-rest-acl.git
MatthewVita/spring-boot-private-chat,142,https://github.com/MatthewVita/spring-boot-private-chat.git
chelu/jdal,2980,https://github.com/chelu/jdal.git
FAForever/faf-java-api,2720,https://github.com/FAForever/faf-java-api.git
alejandro-du/enterprise-app,143,https://github.com/alejandro-du/enterprise-app.git
googleads/aw-reporting,5133,https://github.com/googleads/aw-reporting.git
eclipse/jnosql,4017,https://github.com/eclipse/jnosql.git
mjstewart/hotel-reservation-springmvc,384,https://github.com/mjstewart/hotel-reservation-springmvc.git
wildfly/wildfly-build-tools,540,https://github.com/wildfly/wildfly-build-tools.git
MasatoshiTada/spring5-boot2-handson,190,https://github.com/MasatoshiTada/spring5-boot2-handson.git
kaiwinter/testcontainers-examples,51,https://github.com/kaiwinter/testcontainers-examples.git
sebthom/oval,47478,https://github.com/sebthom/oval.git
nacos-group/nacos-sync,1059,https://github.com/nacos-group/nacos-sync.git
restx/restx,7846,https://github.com/restx/restx.git
techdev-solutions/trackr-backend,1143,https://github.com/techdev-solutions/trackr-backend.git
KimZing/springboot-example,5230,https://github.com/KimZing/springboot-example.git
LookBackInTheRain/oauth-boot,177,https://github.com/LookBackInTheRain/oauth-boot.git
yyvess/Guice-configuration,67,https://github.com/yyvess/Guice-configuration.git
shenzhanwang/S2SH,51777,https://github.com/shenzhanwang/S2SH.git
xenv/S-mall-ssm,2901,https://github.com/xenv/S-mall-ssm.git
muyinchen/migo-security,2379,https://github.com/muyinchen/migo-security.git
six2six/fixture-factory,436,https://github.com/six2six/fixture-factory.git
Abdallah-Abdelazim/yt-heroku-demo,17,https://github.com/Abdallah-Abdelazim/yt-heroku-demo.git
in28minutes/SpringBootForBeginners,413,https://github.com/in28minutes/SpringBootForBeginners.git
openwide-java/owsi-core-parent,16855,https://github.com/openwide-java/owsi-core-parent.git
HongZhaoHua/jstarcraft-core,875,https://github.com/HongZhaoHua/jstarcraft-core.git
